zona,dat,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,VEHICLES_MOTOR,C_VELOCITAT_VIA,D_ACC_AMB_FUGA,D_CLIMATOLOGIA,D_INFLUIT_CIRCULACIO,D_INFLUIT_ESTAT_CLIMA,D_INFLUIT_LLUMINOSITAT,D_INFLUIT_VISIBILITAT,D_INTER_SECCIO,D_SUPERFICIE,grupDiaLab,grupHor,tipAcc
Zona urbana,19/08/2010,Selva,Girona,0,1,0,1,0,0,1,30,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Bolcada a la calcada
Carretera,20/09/2010,Noguera,Lleida,1,1,1,2,0,0,2,100,No,Pluja dèbil,No,Si,No,No,En secció,Mullat,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,19/12/2010,Alt Urgell,Lleida,1,3,0,2,0,0,2,40,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,23/02/2010,Bages,Barcelona,1,0,1,4,1,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,19/10/2010,Barcelones,Barcelona,0,1,0,3,0,0,3,100,Si,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,21/03/2010,Alt Penedes,Barcelona,0,1,2,2,0,0,2,50,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,28/02/2010,Tarragones,Tarragona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,CapDeSetmana,Tarda,Bolcada a la calcada
Carretera,06/10/2010,Baix Ebre,Tarragona,0,1,0,2,0,1,1,100,No,Bon temps,No,No,Si,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,28/08/2010,Valles Oriental,Barcelona,0,1,5,6,0,0,6,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,25/10/2010,Valles Oriental,Barcelona,0,1,0,2,0,0,2,60,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,16/06/2010,Alt Penedes,Barcelona,0,3,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,31/01/2010,Bages,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,03/08/2010,Baix Llobregat,Barcelona,0,1,0,2,0,0,2,120,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada
Carretera,22/12/2010,Maresme,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,18/09/2010,Maresme,Barcelona,0,1,0,2,0,0,2,40,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Zona urbana,19/10/2010,Valles Oriental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,27/04/2010,Valles Oriental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,08/04/2010,Segria,Lleida,0,2,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,09/02/2010,Girones,Girona,1,0,0,2,1,0,1,60,No,Bon temps,No,Si,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,21/06/2010,Valles Occidental,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,29/08/2010,Baix Llobregat,Barcelona,0,1,1,2,0,0,2,70,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Zona urbana,28/04/2010,Valles Occidental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,09/04/2010,Maresme,Barcelona,0,1,0,1,0,0,1,50,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,24/03/2010,Barcelones,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,30/03/2010,Osona,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Carretera,25/04/2010,Valles Oriental,Barcelona,1,1,2,3,0,0,3,100,No,Bon temps,No,No,No,Si,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,12/09/2010,Alt Emporda,Girona,0,1,0,1,0,0,1,80,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Carretera,17/05/2010,Ripolles,Girona,0,1,0,3,0,0,3,40,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,03/10/2010,Alt Emporda,Girona,0,1,5,4,0,0,4,80,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,26/12/2010,Valles Oriental,Barcelona,0,1,0,1,0,0,0,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Bolcada a la calcada
Zona urbana,02/04/2010,Barcelones,Barcelona,1,0,0,2,1,0,1,100,No,Bon temps,Si,No,No,Si,En secció,Sec i net,Feiners,Nit,Atropellament
Zona urbana,08/03/2010,Alt Penedes,Barcelona,0,1,1,3,2,0,1,NA,No,Nevant,No,No,No,No,Dintre intersecció,Nevat,Feiners,Tarda,Atropellament
Zona urbana,25/11/2010,Barcelones,Barcelona,0,1,1,3,0,0,3,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,26/12/2010,Baix Emporda,Girona,0,2,1,2,0,0,2,60,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Zona urbana,18/11/2010,Baix Ebre,Tarragona,0,2,1,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,06/10/2010,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,02/08/2010,Maresme,Barcelona,0,1,0,2,0,0,2,50,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,12/05/2010,Bages,Barcelona,0,1,0,2,0,0,2,100,No,Pluja dèbil,No,No,No,No,En secció,Mullat,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,25/11/2010,Girones,Girona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,20/11/2010,Osona,Barcelona,0,1,0,2,0,0,2,70,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Carretera,04/02/2010,Selva,Girona,0,1,1,2,0,0,2,60,No,Pluja dèbil,No,No,No,No,En secció,Mullat,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,30/04/2010,Tarragones,Tarragona,0,1,4,2,0,0,2,60,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,07/05/2010,Tarragones,Tarragona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,18/08/2010,Tarragones,Tarragona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,02/04/2010,Selva,Girona,0,3,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,24/06/2010,Barcelones,Barcelona,0,1,5,2,0,0,2,100,No,Bon temps,No,No,No,Si,Dintre intersecció,Sec i net,Feiners,Nit,Col.lisió de vehicles en marxa
Zona urbana,11/12/2010,Girones,Girona,0,1,0,2,1,0,1,30,No,Bon temps,No,No,No,Si,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,15/12/2010,Baix Penedes,Tarragona,0,1,0,2,0,0,2,50,No,Bon temps,No,No,No,Si,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,23/12/2010,Valles Oriental,Barcelona,0,2,0,2,0,0,2,60,No,Bon temps,Si,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,04/04/2010,Baix Emporda,Girona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Zona urbana,10/09/2010,Alt Emporda,Girona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Carretera,25/08/2010,Baix Emporda,Girona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,19/10/2010,Barcelones,Barcelona,0,1,2,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,27/08/2010,Tarragones,Tarragona,0,1,1,2,0,0,2,NA,Sense Especificar,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,23/05/2010,Baix Camp,Tarragona,0,1,1,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,28/02/2010,Montsia,Tarragona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Carretera,12/06/2010,Baix Ebre,Tarragona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,Si,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,20/01/2010,Garraf,Barcelona,0,1,0,2,0,1,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,30/10/2010,Pallars Sobira,Lleida,0,1,1,2,0,0,2,70,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,19/02/2010,Baix Ebre,Tarragona,0,1,2,2,1,0,1,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,CapDeSetmana,Tarda,Atropellament
Zona urbana,09/10/2010,Barcelones,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,18/02/2010,Maresme,Barcelona,0,1,0,2,1,0,1,50,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,25/06/2010,Barcelones,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Atropellament
Carretera,11/06/2010,Valles Oriental,Barcelona,0,1,0,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Mullat,CapDeSetmana,Tarda,Bolcada a la calcada
Zona urbana,04/03/2010,Barcelones,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,22/04/2010,Valles Oriental,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,Arribant o eixint intersecció fins 50m,Sec i net,Feiners,Matí,Atropellament
Zona urbana,26/10/2010,Alt Emporda,Girona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Carretera,24/02/2010,Bages,Barcelona,1,0,4,4,0,0,4,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,06/06/2010,Alt Urgell,Lleida,0,1,2,3,0,0,3,100,No,Pluja dèbil,No,No,No,No,En secció,Mullat,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Carretera,25/07/2010,Noguera,Lleida,0,1,4,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,27/06/2010,Ripolles,Girona,1,1,1,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,08/09/2010,Valles Occidental,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,06/08/2010,Barcelones,Barcelona,0,1,1,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Atropellament
Carretera,09/06/2010,Baix Llobregat,Barcelona,0,1,2,2,0,0,2,100,No,Pluja dèbil,No,No,No,No,En secció,Mullat,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,09/09/2010,Girones,Girona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,29/10/2010,Girones,Girona,0,2,3,4,0,0,4,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,27/03/2010,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,14/03/2010,Maresme,Barcelona,0,1,1,1,0,0,1,100,No,Bon temps,Si,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Bolcada a la calcada
Zona urbana,17/02/2010,Alt Emporda,Girona,1,0,0,2,1,0,1,40,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Carretera,21/02/2010,Alt Emporda,Girona,0,1,0,4,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Atropellament
Carretera,17/12/2010,Maresme,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,25/07/2010,Baix Emporda,Girona,2,0,1,3,0,0,3,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Carretera,13/04/2010,Conca de Barbera,Tarragona,1,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,28/04/2010,Barcelones,Barcelona,0,1,0,2,0,0,2,60,No,Bon temps,Si,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,10/02/2010,Garraf,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,29/07/2010,Baix Emporda,Girona,1,0,0,2,0,0,2,30,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,26/03/2010,Maresme,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,17/11/2010,Baix Ebre,Tarragona,0,1,2,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Sortida de la calcada sense especificar
Carretera,04/09/2010,Segria,Lleida,1,0,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Atropellament
Zona urbana,04/10/2010,Barcelones,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Carretera,30/04/2010,Bergueda,Barcelona,0,2,2,2,0,0,2,60,No,Pluja dèbil,No,No,No,No,En secció,Mullat,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,29/10/2010,Tarragones,Tarragona,1,0,0,2,0,0,2,40,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,05/10/2010,Valles Oriental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,Si,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,13/03/2010,Alt Penedes,Barcelona,0,1,1,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Zona urbana,17/12/2010,Tarragones,Tarragona,0,1,0,2,0,0,2,60,Sense Especificar,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,11/11/2010,Barcelones,Barcelona,1,0,0,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,18/03/2010,Baix Llobregat,Barcelona,0,2,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,16/03/2010,Segria,Lleida,0,1,0,2,1,0,1,NA,No,Bon temps,No,No,No,Sense especificar,En secció,Sec i net,Feiners,Matí,Atropellament
Carretera,22/08/2010,Solsones,Lleida,0,1,0,1,0,0,1,NA,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Sortida de la calcada sense especificar
Zona urbana,01/02/2010,Garrotxa,Girona,0,2,0,3,2,0,1,20,No,Bon temps,No,No,No,No,Dintre intersecció,Relliscós,Feiners,Tarda,Atropellament
Carretera,02/03/2010,Alt Urgell,Lleida,0,1,1,2,0,0,2,40,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,25/05/2010,Barcelones,Barcelona,1,0,1,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,19/11/2010,Valles Occidental,Barcelona,1,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,29/07/2010,Valles Occidental,Barcelona,0,1,0,2,1,0,1,100,No,Pluja forta,No,Si,No,No,En secció,Mullat,Feiners,Tarda,Atropellament
Zona urbana,30/09/2010,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,28/08/2010,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Carretera,07/04/2010,Baix Camp,Tarragona,3,0,0,4,0,3,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,05/01/2010,Bages,Barcelona,0,1,0,2,0,0,2,30,No,Bon temps,No,Si,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,25/02/2010,Maresme,Barcelona,0,1,0,2,1,0,1,30,Sense Especificar,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,13/08/2010,Barcelones,Barcelona,1,0,0,2,1,0,0,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Atropellament
Zona urbana,10/12/2010,Tarragones,Tarragona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Carretera,22/05/2010,Garraf,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada
Zona urbana,18/02/2010,Ripolles,Girona,1,0,0,2,1,0,1,50,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,09/08/2010,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,18/07/2010,Tarragones,Tarragona,0,1,1,4,0,4,0,30,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Bolcada a la calcada
Zona urbana,31/12/2010,Valles Occidental,Barcelona,0,1,0,2,1,0,1,100,No,Pluja dèbil,No,No,No,No,En secció,Mullat,Feiners,Nit,Atropellament
Zona urbana,18/02/2010,Barcelones,Barcelona,0,1,0,2,0,0,2,NA,Si,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,13/12/2010,Baix Llobregat,Barcelona,0,1,0,2,1,0,1,30,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,17/07/2010,Bergueda,Barcelona,0,2,0,3,2,0,1,NA,Sense Especificar,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Atropellament
Zona urbana,20/09/2010,Valles Oriental,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Carretera,14/01/2010,Selva,Girona,0,1,2,3,0,0,3,70,No,Pluja dèbil,No,No,No,No,En secció,Mullat,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,28/12/2010,Selva,Girona,1,0,1,2,0,0,2,80,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,06/01/2010,Valles Occidental,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,23/12/2011,Barcelones,Barcelona,0,1,2,2,0,0,2,NA,No,Bon temps,No,No,No,Sense especificar,Dintre intersecció,Sec i net,CapDeSetmana,Nit,Col.lisió de vehicles en marxa
Zona urbana,09/03/2011,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Zona urbana,07/07/2011,Maresme,Barcelona,0,1,0,2,1,0,1,NA,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,13/06/2011,Barcelones,Barcelona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Atropellament
Carretera,05/09/2011,Bages,Barcelona,0,1,0,2,0,0,2,60,No,Pluja dèbil,No,No,No,No,Dintre intersecció,Mullat,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,24/01/2011,Maresme,Barcelona,0,1,0,2,0,1,1,50,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Zona urbana,12/05/2011,Alt Penedes,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,24/05/2011,Alt Urgell,Lleida,0,1,1,1,0,0,1,60,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Sortida de la calcada sense especificar
Zona urbana,13/10/2011,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,21/05/2011,Urgell,Lleida,0,3,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Zona urbana,04/11/2011,Montsia,Tarragona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Atropellament
Zona urbana,25/10/2011,Baix Camp,Tarragona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Matí,Atropellament
Zona urbana,25/01/2011,Barcelones,Barcelona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,No,En secció,Sec i net,Feiners,Tarda,Col.lisió de vehicles en marxa
Carretera,21/01/2011,Segria,Lleida,0,1,0,3,0,0,3,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,Feiners,Matí,Col.lisió de vehicles en marxa
Carretera,14/08/2011,Selva,Girona,0,1,0,2,1,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Nit,Atropellament
Zona urbana,03/09/2011,Valles Occidental,Barcelona,0,1,1,2,1,0,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Nit,Atropellament
Zona urbana,18/09/2011,Garraf,Barcelona,0,1,2,2,0,0,2,NA,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,25/09/2011,Valles Occidental,Barcelona,0,1,0,2,0,1,1,100,No,Bon temps,No,No,No,No,Dintre intersecció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
Zona urbana,19/03/2011,Baix Camp,Tarragona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Sortida de la calcada sense especificar
Carretera,16/12/2011,Valles Occidental,Barcelona,0,1,0,1,0,0,1,100,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Tarda,Bolcada a la calcada
Zona urbana,19/02/2011,Montsia,Tarragona,0,1,0,2,0,0,2,100,No,Bon temps,No,No,No,Si,Dintre intersecció,Sec i net,CapDeSetmana,Tarda,Col.lisió de vehicles en marxa
Zona urbana,08/09/2011,Baix Llobregat,Barcelona,0,1,1,3,2,0,1,100,No,Bon temps,No,No,Si,No,En secció,Sec i net,Feiners,Tarda,Atropellament
Zona urbana,14/05/2011,Maresme,Barcelona,0,1,0,2,0,1,1,50,No,Bon temps,No,No,No,No,En secció,Sec i net,CapDeSetmana,Matí,Col.lisió de vehicles en marxa
