Any,zona,dat,via,pk,nomMun,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_VICTIMES,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,F_CICLOMOTORS_IMPLICADES,F_MOTOCICLETES_IMPLICADES,F_VEH_LLEUGERS_IMPLICADES,F_VEH_PESANTS_IMPLICADES,F_ALTRES_UNIT_IMPLICADES,F_UNIT_DESC_IMPLICADES,C_VELOCITAT_VIA,D_ACC_AMB_FUGA,D_BOIRA,D_CARACT_ENTORN,D_CARRIL_ESPECIAL,D_CIRCULACIO_MESURES_ESP,D_CLIMATOLOGIA,D_FUNC_ESP_VIA,D_GRAVETAT,D_INFLUIT_BOIRA,D_INFLUIT_CARACT_ENTORN,D_INFLUIT_CIRCULACIO,D_INFLUIT_ESTAT_CLIMA,D_INFLUIT_INTEN_VENT,D_INFLUIT_LLUMINOSITAT,D_INFLUIT_MESU_ESP,D_INFLUIT_OBJ_CALCADA,D_INFLUIT_SOLCS_RASES,D_INFLUIT_VISIBILITAT,D_INTER_SECCIO,D_LIMIT_VELOCITAT,D_LLUMINOSITAT,D_REGULACIO_PRIORITAT,D_SENTITS_VIA,D_SUBTIPUS_ACCIDENT,D_SUBTIPUS_TRAM,D_SUBZONA,D_SUPERFICIE,D_TIPUS_VIA,D_TITULARITAT_VIA,D_TRACAT_ALTIMETRIC,D_VENT,grupDiaLab,hor,grupHor,tipAcc,tipDia
2011,Zona urbana,24/09/2011,SE,999999,CASSA DE LA SELVA,Girones,Girona,0,1,0,1,2,0,0,1,0,0,1,0,0,100,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia fosc",NA,Doble sentit,Col·lisió frontal,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,9.52,Matí,Col.lisió de vehicles en marxa,dis
2011,Carretera,19/02/2011,C-32,50.5,VILADECANS,Baix Llobregat,Barcelona,0,1,0,1,1,0,0,0,0,1,0,0,0,120,No,No n'hi ha,A nivell,Carril avançament,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, il·luminació artificial suficient",NA,Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,1.3,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada,dis
2011,Zona urbana,19/05/2011,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,0,1,1,0,0,0,0,0,1,0,0,30,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Un sol sentit,Caiguda en la via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,19.3,Tarda,Bolcada a la calcada,dill-dij
2011,Zona urbana,13/05/2011,SE,999999,GIRONA,Girones,Girona,0,1,0,1,1,0,0,0,0,1,0,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Sense especificar,Sense funció especial,Accident greu,Sense especificar,Sense especificar,Sense especificar,Sense especificar,Sense especificar,Sense especificar,Sense especificar,Sense especificar,Sense especificar,Sense especificar,En secció,Genérica via,Sense especificar,NA,Sense especificar,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Zona urbana,Sense especificar,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,Sense especificar,CapDeSetmana,20.1,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada,div
2011,Zona urbana,28/11/2011,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,0,1,2,0,1,0,1,0,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De nit, il·luminació artificial suficient",Semàfor,Doble sentit,Envestida (frontal lateral),Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,21.1,Tarda,Col.lisió de vehicles en marxa,dill-dij
2011,Zona urbana,01/04/2011,SE,999999,BARCELONA,Barcelones,Barcelona,1,0,0,1,1,0,0,0,1,0,0,0,0,50,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, il·luminació artificial suficient",NA,Un sol sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,23.55,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada,div
2011,Carretera,01/01/2011,C-14,9,REUS,Baix Camp,Tarragona,1,0,1,2,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,Desmunt,Carril d'alentiment,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,Alba o capvespre,Sols norma prioritat de pas,Doble sentit,Sortida de via amb bolcada,Enllaç d'entrada o eixida,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,17.5,Tarda,Sortida de la calcada sense especificar,dis
2011,Carretera,18/05/2011,LV-2014,7.5,"ESPLUGA CALBA, L'",Garrigues,Lleida,0,1,1,2,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",Feiners,7.58,Matí,Sortida de la calcada sense especificar,dill-dij
2011,Zona urbana,08/06/2011,SE,999999,GIRONA,Girones,Girona,0,1,0,1,1,0,0,1,0,0,0,0,0,40,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,Si,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Sols norma prioritat de pas,Doble sentit,Caiguda en la via,Giratòria,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),Municipal,Rampa o pendent,Vent moderat,Feiners,17.33,Tarda,Bolcada a la calcada,dill-dij
2011,Carretera,02/12/2011,LV-2012,7.6,"OMELLONS, ELS",Garrigues,Lleida,0,1,0,1,1,0,0,0,0,1,0,0,0,100,No,Si,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Si,Si,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Canvi rasant,"Calma, vent molt suau",Feiners,11.2,Matí,Sortida de la calcada sense especificar,div
2011,Zona urbana,16/08/2011,SE,999999,RIPOLLET,Valles Occidental,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Sols norma prioritat de pas,Un sol sentit,Caiguda en la via,Giratòria,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),Municipal,Pla,"Calma, vent molt suau",Feiners,12.55,Matí,Bolcada a la calcada,dill-dij
2011,Zona urbana,30/08/2011,SE,999999,SANTA COLOMA DE GRAMANET,Barcelones,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Un sol sentit,Envestida (frontal lateral),Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,13.55,Matí,Col.lisió de vehicles en marxa,dill-dij
2011,Carretera,11/09/2011,C-32,92,VILASSAR DE DALT,Maresme,Barcelona,0,1,1,2,1,0,0,0,1,0,0,0,0,40,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Senyal velocitat,"De dia, dia clar",Sols marques viàries (inclou pas vianants),Un sol sentit,Caiguda en la via,Enllaç d'entrada o eixida,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,17.14,Tarda,Bolcada a la calcada,dg
2011,Zona urbana,21/04/2011,SE,999999,TARADELL,Osona,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,40,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Travessera,Accident greu,No,Si,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Fregament o col·lisió lateral,NA,Travessera,Sec i net,Altres,Municipal,Rampa o pendent,"Calma, vent molt suau",Feiners,16.2,Tarda,Col.lisió de vehicles en marxa,dill-dij
2012,Carretera,18/05/2012,C-31,193,"PRAT DE LLOBREGAT, E",Baix Llobregat,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,60,No,No n'hi ha,A nivell,No n'hi ha,Obres,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia fosc",NA,Un sol sentit,Caiguda en la via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",Feiners,6.17,Matí,Bolcada a la calcada,div
2012,Carretera,15/11/2012,C-32,60.8,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,80,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,"Ronda, cinturo o circumval.lacio",Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Caiguda en la via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",Feiners,14.3,Tarda,Bolcada a la calcada,dill-dij
2012,Carretera,28/03/2012,N-340,1179.3,TORREDEMBARRA,Tarragones,Tarragona,0,1,0,1,2,0,0,0,1,0,1,0,0,100,No,No n'hi ha,A nivell,Carril acceleració,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Envestida (frontal lateral),Enllaç d'entrada o eixida,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,10.39,Matí,Col.lisió de vehicles en marxa,dill-dij
2012,Carretera,06/03/2012,GI-632,2,BELLCAIRE D'EMPORDA,Baix Emporda,Girona,0,1,0,1,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, sense llum artificial",NA,Doble sentit,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Provincial,Pla,"Calma, vent molt suau",Feiners,5,Nit,Sortida de la calcada sense especificar,dill-dij
2012,Carretera,26/05/2012,C-14,12.3,"SELVA DEL CAMP, LA",Baix Camp,Tarragona,0,1,0,1,1,0,1,0,0,0,0,0,0,999,No,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Altres,NA,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",CapDeSetmana,12.36,Matí,Altres,dis
2012,Carretera,30/03/2012,C-1413a,8.1,SANT CUGAT DEL VALLES,Valles Occidental,Barcelona,0,1,0,1,1,0,0,0,0,0,1,0,0,40,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De nit, sense llum artificial",NA,Doble sentit,Caiguda en la via,Giratòria,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,22.58,Nit,Bolcada a la calcada,div
2012,Carretera,02/10/2012,GI-682,5.9,BLANES,Selva,Girona,0,1,0,1,1,0,0,0,1,0,0,0,0,90,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",Feiners,11.54,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada,dill-dij
2012,Carretera,07/09/2012,N-260,167.5,ALP,Cerdanya,Girona,0,1,1,2,1,0,0,0,0,1,0,0,0,999,No,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",CapDeSetmana,15.4,Tarda,Sortida de la calcada sense especificar,div
2012,Zona urbana,23/12/2012,SE,999999,SANT BOI DE LLOBREGAT,Baix Llobregat,Barcelona,1,0,0,1,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,22.18,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada,dg
2012,Carretera,18/06/2012,AP-7,269.8,MONT-ROIG DEL CAMP,Baix Camp,Tarragona,0,1,0,1,1,0,0,0,0,1,0,0,0,999,No,No n'hi ha,Sense Especificar,NA,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",Feiners,15.51,Tarda,Sortida de la calcada sense especificar,dill-dij
2012,Carretera,11/10/2012,GI-550,1.8,ARBUCIES,Selva,Girona,0,2,0,2,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Altres,Rampa o pendent,"Calma, vent molt suau",Feiners,10.37,Matí,Sortida de la calcada sense especificar,dill-dij
2012,Carretera,08/06/2012,C-13,78.3,CASTELL DE MUR,Pallars Jussa,Lleida,1,0,1,2,1,0,0,0,0,1,0,0,0,70,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",Feiners,10.27,Matí,Sortida de la calcada sense especificar,div
2012,Zona urbana,06/09/2012,SE,999999,VILA-SECA,Tarragones,Tarragona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Envestida (frontal lateral),NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,14.15,Tarda,Col.lisió de vehicles en marxa,dill-dij
2012,Zona urbana,21/05/2012,SE,999999,TARRAGONA,Tarragones,Tarragona,0,1,0,1,1,0,0,0,0,0,1,0,0,NA,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,En secció,Genérica via,"De dia, dia clar",NA,Un sol sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,8.5,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada,dill-dij
2012,Carretera,28/06/2012,N-260,241,RIBERA D'URGELLET,Alt Urgell,Lleida,0,1,0,1,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Caiguda en la via,NA,Carretera,Sec i net,Carretera convencional,Estatal,Rampa o pendent,"Calma, vent molt suau",Feiners,10.38,Matí,Bolcada a la calcada,dill-dij
2012,Carretera,04/06/2012,C-60,7.3,"ROCA DEL VALLES, LA",Valles Oriental,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,80,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Un sol sentit,Caiguda en la via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",Feiners,10.5,Matí,Bolcada a la calcada,dill-dij
2012,Carretera,29/04/2012,C-55,1.9,ESPARREGUERA,Baix Llobregat,Barcelona,0,1,0,1,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Pluja forta,Sense funció especial,Accident greu,No,No,No,No,No,Si,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial insuficient",NA,Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,2.55,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada,dg
2012,Carretera,29/05/2012,C-25,220.6,SANTA COLOMA DE FARNERS,Selva,Girona,1,0,0,1,1,0,0,0,0,0,1,0,0,80,No,No n'hi ha,Terraplé,No n'hi ha,Obres,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, sense llum artificial",NA,Doble sentit,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",Feiners,0.13,Nit,Sortida de la calcada sense especificar,dill-dij
2012,Zona urbana,08/11/2012,SE,999999,VALLS,Alt Camp,Tarragona,0,1,0,1,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,Si,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,16.1,Tarda,Col.lisió d'un vehicle contra un obstacle de la calcada,dill-dij
2012,Zona urbana,23/08/2012,SE,999999,BARCELONA,Barcelones,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Un sol sentit,Fregament o col·lisió lateral,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,14.1,Tarda,Col.lisió de vehicles en marxa,dill-dij
2012,Carretera,26/06/2012,A-2,518.2,CERVERA,Segarra,Lleida,0,1,0,1,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Resta sortides de via,NA,Carretera,Sec i net,Carretera convencional,Estatal,Rampa o pendent,"Calma, vent molt suau",Feiners,12.39,Matí,Sortida de la calcada sense especificar,dill-dij
2012,Carretera,23/09/2012,CR,3.5,VILANOVA DE MEIA,Noguera,Lleida,1,0,0,1,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Pluja dèbil,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, sense llum artificial",NA,Doble sentit,Resta sortides de via,NA,Carretera,Mullat,Altres,Municipal,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,1,Nit,Sortida de la calcada sense especificar,dg
2013,Carretera,01/04/2013,T-203,0.9,"CATLLAR, EL",Tarragones,Tarragona,1,0,1,2,2,0,0,0,0,2,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,Alba o capvespre,NA,Doble sentit,Altres,NA,Carretera,Sec i net,Carretera convencional,Provincial,Pla,"Calma, vent molt suau",Feiners,8.08,Matí,Altres,dill-dij
2013,Carretera,10/03/2013,GI-400,16,ALP,Cerdanya,Girona,0,1,2,3,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Sortida de via amb xoc o col·lisió,NA,Carretera,Sec i net,Carretera convencional,Provincial,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,17.5,Tarda,Sortida de la calcada sense especificar,dg
2013,Carretera,18/08/2013,C-352,20.7,"ROCA DEL VALLES, LA",Valles Oriental,Barcelona,2,2,1,5,2,0,0,0,0,2,0,0,0,100,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,20.16,Tarda,Col.lisió de vehicles en marxa,dg
2013,Carretera,26/04/2013,C-14,29,VILAVERD,Conca de Barbera,Tarragona,1,1,0,2,2,0,0,0,0,2,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Pluja dèbil,Sense funció especial,Accident mortal,No,No,No,No,No,Si,No,No,No,No,En secció,Senyal velocitat,"De nit, sense llum artificial",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,20.3,Tarda,Col.lisió de vehicles en marxa,div
2013,Carretera,10/10/2013,C-16,45.7,SANT VICENC DE CASTELLERS,Bages,Barcelona,0,3,0,3,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,Si,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Resta sortides de via,NA,Carretera,Sec i net,Autopista,Autonòmica,Rampa o pendent,"Calma, vent molt suau",Feiners,14.3,Tarda,Sortida de la calcada sense especificar,dill-dij
2013,Carretera,22/09/2013,B-201,0.6,SANT BOI DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,1,1,0,0,0,0,1,0,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,Sense especificar,No,No,Sense especificar,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Sols marques viàries (inclou pas vianants),Sense especificar,Xoc contra objecte/obstacle sense sortida prèvia de via,Giratòria,Carretera,Sec i net,Carretera convencional,NA,Sense especificar,"Calma, vent molt suau",CapDeSetmana,8.05,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada,dg
2013,Carretera,03/09/2013,N-260,192.6,ISOVOL,Cerdanya,Girona,1,0,0,1,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, sense llum artificial",NA,Doble sentit,Caiguda en la via,NA,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,21.1,Tarda,Bolcada a la calcada,dill-dij
2013,Carretera,29/09/2013,C-31,216.1,MONTGAT,Maresme,Barcelona,1,0,0,1,1,0,0,0,1,0,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial suficient",NA,Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Carretera,Sec i net,Autovia,Autonòmica,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,3,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada,dg
2013,Zona urbana,04/12/2013,SE,999999,OLOT,Garrotxa,Girona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,Carril central,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),Autonòmica,Pla,"Calma, vent molt suau",Feiners,12.1,Matí,Atropellament,dill-dij
2013,Carretera,17/05/2013,C-25,110.6,SANT PERE SALLAVINER,Anoia,Barcelona,0,1,0,1,2,0,0,0,0,0,1,1,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Encalç,NA,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,17,Tarda,Col.lisió de vehicles en marxa,div
2013,Zona urbana,12/12/2013,SE,999999,TERRASSA,Valles Occidental,Barcelona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,NA,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,19.25,Tarda,Atropellament,dill-dij
